schema_version,campaign_id,sample_id,source_lhe_path,source_size_bytes,source_mtime_ns,selected_event_window_sha256,shard_id,shard_index,source_event_start,source_event_stop_exclusive,requested_events,shard_lhe_path,shard_lhe_size_bytes,shard_lhe_sha256,status,created_utc
2,paper_spin_365GeV_ee_lhe_matrix_250k_v1,ee_ttbar_epmum_LR100_iso_ISR_365GeV,/eos/user/c/cglenn/FCCWork/whizard/whizard_ttbar_spinpol/production/paper_spin_365GeV_ee_lhe_matrix_250k_v1/lhe_merged/final/ee_ttbar_epmum_LR100_iso_ISR_365GeV.lhe,529750850,1785176012429367660,ee54636be02f9a7e0fe2b2d208847651ff5abf121f0498289e1f7b70a3c78380,shard_0000,0,0,2500,2500,/eos/user/c/cglenn/FCCWork/whizard/whizard_ttbar_spinpol/qis/qualification/paper_spin_365GeV_ee_iso_explicitW_gammaOn_250k_sharded_v1/shower/input_shards/ee_ttbar_epmum_LR100_iso_ISR_365GeV/ee_ttbar_epmum_LR100_iso_ISR_365GeV__shard_0000.lhe,5298662,0b79a89cc815bb648c7f550bf8ec6564108c0805fd9cb5c28e943969f8607a98,ready,2026-07-27T20:42:01.632980+00:00
