schema_version,campaign_id,sample_id,source_lhe_path,source_size_bytes,source_mtime_ns,selected_event_window_sha256,shard_id,shard_index,source_event_start,source_event_stop_exclusive,requested_events,shard_lhe_path,shard_lhe_size_bytes,shard_lhe_sha256,status,created_utc
2,paper_spin_365GeV_ee_lhe_matrix_250k_v1,ee_ttbar_epmum_LR100_sc_ISR_365GeV,/eos/user/c/cglenn/FCCWork/whizard/whizard_ttbar_spinpol/production/paper_spin_365GeV_ee_lhe_matrix_250k_v1/lhe_merged/final/ee_ttbar_epmum_LR100_sc_ISR_365GeV.lhe,529750850,1785175951999938828,63ff68f83649a28e9475fb051302091f2bc36c0baa5a0a5aef7ab27cd5e07c00,shard_0000,0,0,2500,2500,/eos/user/c/cglenn/FCCWork/whizard/whizard_ttbar_spinpol/qis/qualification/paper_spin_365GeV_ee_sc_explicitW_gammaOn_250k_sharded_v1/shower/input_shards/ee_ttbar_epmum_LR100_sc_ISR_365GeV/ee_ttbar_epmum_LR100_sc_ISR_365GeV__shard_0000.lhe,5298661,694177f514db52e1e51d68687ea5844e5ca5ab70485609e7ed22acf03e6f614f,ready,2026-07-27T20:40:06.031348+00:00
